,dt,o,h,l,c
24745,2021-05-30 12:30:00,36002.40340453,36050.61621613,35300.0,35524.4666
24746,2021-05-30 13:00:00,35531.0,35799.99999999,35409.0,35662.0
24747,2021-05-30 13:30:00,35666.47330652,35744.00000001,35481.29866279,35705.34671251
24748,2021-05-30 14:00:00,35690.94495538,35733.7236,35200.0,35268.68725636
24749,2021-05-30 14:30:00,35266.92453511,35486.0178762,35158.32807518,35357.66366452
24750,2021-05-30 15:00:00,35366.74099058,35626.65198882,35244.258,35349.0
24751,2021-05-30 15:30:00,35349.27655841,35642.819061,35282.47640885,35492.87372489
24752,2021-05-30 16:00:00,35470.0567326,35970.81900581,35320.08169303,35829.46849788
24753,2021-05-30 16:30:00,35845.0,35845.0,35607.45055466,35745.02332725
24754,2021-05-30 17:00:00,35735.70559273,35967.85325868,35719.25547673,35922.39914907
24755,2021-05-30 17:30:00,35930.0,36000.0,35778.87442096,35818.74089004
24756,2021-05-30 18:00:00,35825.75612528,36154.9943,35818.72217467,36096.99999999
24757,2021-05-30 18:30:00,36097.0,36250.0,36073.19351112,36123.44803403
24758,2021-05-30 19:00:00,36126.4955648,36253.12997935,36026.24311248,36200.0
24759,2021-05-30 19:30:00,36198.30000001,36200.0,36047.0,36082.00000001
24760,2021-05-30 20:00:00,36082.00000001,36300.0,35918.28690187,36286.82513273
24761,2021-05-30 20:30:00,36286.82513273,36293.86267055,36012.99999999,36067.0
24762,2021-05-30 21:00:00,36064.47013595,36071.9333135,35872.7642,35991.8
24763,2021-05-30 21:30:00,35980.0,36200.0,35937.35941723,35956.58903335
24764,2021-05-30 22:00:00,35955.93393148,36043.974,35804.0,35910.93208325
24765,2021-05-30 22:30:00,35906.30279491,35906.30279491,35677.51611833,35724.0
24766,2021-05-30 23:00:00,35724.0,35809.0,35518.00090135,35556.86893756
24767,2021-05-30 23:30:00,35553.21773074,35724.91561726,35550.0,35660.36414033
24768,2021-05-31 00:00:00,35642.94540223,35973.39797859,35298.23545,35435.35532846
24769,2021-05-31 00:30:00,35419.00142157,35429.14499511,35232.0,35322.76630232
24770,2021-05-31 01:00:00,35321.0,35420.91815703,35050.0,35183.61422257
24771,2021-05-31 01:30:00,35179.30140695,35179.30140695,34800.0,34800.0
24772,2021-05-31 02:00:00,34800.0,34881.21972,34600.0,34680.8
24773,2021-05-31 02:30:00,34712.65128986,34957.14024952,34674.96686997,34741.0
24774,2021-05-31 03:00:00,34737.17325241,34739.93600001,34282.0,34734.0
24775,2021-05-31 03:30:00,34717.96888306,34717.96888306,34356.30096865,34515.0750952
24776,2021-05-31 04:00:00,34503.2,34646.8412,34206.60865816,34289.0
24777,2021-05-31 04:30:00,34222.75367198,34505.70119955,34164.16218357,34477.07237989
24778,2021-05-31 05:00:00,34457.00364985,34683.65523438,34201.16854104,34624.53207341
24779,2021-05-31 05:30:00,34616.53034291,34665.97074985,34347.7509407,34455.7817453
24780,2021-05-31 06:00:00,34454.4891494,34932.39810484,34454.4891494,34834.1220449
24781,2021-05-31 06:30:00,34844.62467074,35082.41720342,34716.67409553,35046.16800933
24782,2021-05-31 07:00:00,35040.92763448,35770.92300542,34993.0,35739.2621798
24783,2021-05-31 07:30:00,35764.08056339,35973.81524778,35577.39519937,35840.0
24784,2021-05-31 08:00:00,35848.99023523,36104.0,35618.01590125,35984.94681258
24785,2021-05-31 08:30:00,36007.36432144,36224.70511669,36005.33573293,36139.03373443
24786,2021-05-31 09:00:00,36134.82178033,36244.76762516,36038.99999999,36184.14108548
24787,2021-05-31 09:30:00,36197.27440199,36389.96170335,35895.75878629,35932.00000001
24788,2021-05-31 10:00:00,35932.00000001,36869.0,35932.00000001,36728.2904908
24789,2021-05-31 10:30:00,36753.94054869,37020.028906,36587.01282132,36889.40447542
24790,2021-05-31 11:00:00,36894.79779081,37008.66127958,36751.25141042,36976.71269229
24791,2021-05-31 11:30:00,36974.58694435,37184.95270895,36770.16747631,36836.1825628
24792,2021-05-31 12:00:00,36845.70194317,37250.0,36845.70194317,36941.67084443
24793,2021-05-31 12:30:00,36980.27027644,37016.21129231,36625.0,36755.89077512
24794,2021-05-31 13:00:00,36766.16171861,37056.13364962,36610.57107178,36996.0
24795,2021-05-31 13:30:00,36988.60324526,37034.11011891,36523.84080001,36728.86310687
24796,2021-05-31 14:00:00,36745.93286248,36795.98535794,36360.99386568,36430.10434532
24797,2021-05-31 14:30:00,36436.0,36747.74096322,36421.77609023,36621.0
24798,2021-05-31 15:00:00,36626.05990542,37120.0,36600.8248187,36949.51510257
24799,2021-05-31 15:30:00,36951.80410251,37109.0,36734.27502713,36971.1711218
24800,2021-05-31 16:00:00,36973.38585264,37448.12773231,36855.18259138,37133.0
24801,2021-05-31 16:30:00,37181.31054818,37232.43300318,36976.16069817,37126.79295283
24802,2021-05-31 17:00:00,37124.47519213,37150.0,36780.57428612,36875.74296184
24803,2021-05-31 17:30:00,36879.05285947,36946.97389067,36715.94076406,36940.72611624
24804,2021-05-31 18:00:00,36939.09745612,36940.89730416,36702.76560484,36755.06531634
24805,2021-05-31 18:30:00,36755.06531634,36775.94927577,36621.0,36680.71481988
24806,2021-05-31 19:00:00,36699.16516514,36772.48394291,36634.94029397,36695.16386963
24807,2021-05-31 19:30:00,36713.0,36861.97828172,36530.0,36854.99999999
24808,2021-05-31 20:00:00,36855.0,36966.89173549,36671.66490807,36778.00502668
24809,2021-05-31 20:30:00,36777.15135161,36804.94735876,36562.46320408,36682.72741159
24810,2021-05-31 21:00:00,36679.99377254,36870.92971752,36679.99377254,36765.0
24811,2021-05-31 21:30:00,36755.19290367,37040.85649781,36642.0,36933.04704486
24812,2021-05-31 22:00:00,36928.9355522,37239.03764873,36890.0,37120.67547204
24813,2021-05-31 22:30:00,37107.0,37148.86405875,36859.0,36859.0
24814,2021-05-31 23:00:00,36897.0700769,37305.59999993,36835.11030644,37282.19070612
24815,2021-05-31 23:30:00,37291.05879004,37477.60277595,37224.42737104,37263.560062
24816,2021-06-01 00:00:00,37261.69099514,37743.0237469,37120.0,37743.0237469
24817,2021-06-01 00:30:00,37734.0,37884.4589,37599.1199435,37783.63283603
24818,2021-06-01 01:00:00,37787.91264191,37800.65596201,37368.86680214,37481.97450698
24819,2021-06-01 01:30:00,37493.05768975,37493.05768975,37180.0,37206.92911646
24820,2021-06-01 02:00:00,37200.30020899,37299.9,36642.0,36785.82847374
24821,2021-06-01 02:30:00,36781.10045136,36945.0,36708.19299976,36822.18513055
24822,2021-06-01 03:00:00,36841.28907162,37122.0,36754.0,36890.00000001
24823,2021-06-01 03:30:00,36882.62338313,36882.62338313,36508.82027249,36694.06188216
24824,2021-06-01 04:00:00,36699.45415286,36828.54130286,36565.70364074,36828.54130286
24825,2021-06-01 04:30:00,36826.48839806,36954.35312863,36738.12752322,36750.93764432
24826,2021-06-01 05:00:00,36750.93764432,37032.06510413,36727.10990197,36967.79885365
24827,2021-06-01 05:30:00,36967.21899798,37351.92223827,36967.21899798,37264.99487995
24828,2021-06-01 06:00:00,37255.7165337,37415.75477184,37018.12190179,37100.37032013
24829,2021-06-01 06:30:00,37118.67043584,37118.67043584,36731.0,36928.82552273
24830,2021-06-01 07:00:00,36929.9999999,37153.0,36757.00161891,36757.00161891
24831,2021-06-01 07:30:00,36769.66218604,36868.31319609,36652.13370308,36815.51112761
24832,2021-06-01 08:00:00,36822.61789897,36908.0,36076.53249484,36156.0
24833,2021-06-01 08:30:00,36206.58818089,36249.64190932,35930.0,36200.18020064
24834,2021-06-01 09:00:00,36193.7166636,36328.83830202,36055.94192892,36059.52231357
24835,2021-06-01 09:30:00,36073.77859524,36342.87789658,35973.37712814,36227.62768911
24836,2021-06-01 10:00:00,36228.04468811,36462.7718,36075.49322198,36449.82254502
24837,2021-06-01 10:30:00,36451.97832417,36570.58894951,36245.95380849,36425.94840192
24838,2021-06-01 11:00:00,36449.07088577,36674.20003177,36291.11123468,36578.30287232
24839,2021-06-01 11:30:00,36597.17051169,36708.94,36544.38956488,36599.0
24840,2021-06-01 12:00:00,36604.53663279,36604.53663279,36143.0261071,36210.0
24841,2021-06-01 12:30:00,36247.6779659,36368.51700912,36131.0,36153.71575684
24842,2021-06-01 13:00:00,36166.15358604,36600.0,35696.69317482,36520.28160448
24843,2021-06-01 13:30:00,36521.15080799,37409.13953869,36521.15080799,37024.7848244
24844,2021-06-01 14:00:00,37034.0,37278.9404013,36653.21998314,36852.48221781
24845,2021-06-01 14:30:00,36858.06614457,36962.99345876,36500.0,36618.54086145
24846,2021-06-01 15:00:00,36637.93431658,36637.93431658,36153.92116757,36368.7666965
24847,2021-06-01 15:30:00,36361.86075118,36361.86075118,36054.00000001,36228.00000001
24848,2021-06-01 16:00:00,36241.60216415,36472.53,36050.40150528,36308.99999
24849,2021-06-01 16:30:00,36309.0,36335.11411758,35799.26656507,35951.91315596
24850,2021-06-01 17:00:00,35944.49857756,36006.90540778,35734.14030708,35886.45951964
24851,2021-06-01 17:30:00,35894.94056462,36237.71085396,35862.0,36170.00000001
24852,2021-06-01 18:00:00,36162.76926303,36277.0,36114.0,36213.08662556
24853,2021-06-01 18:30:00,36216.76975879,36470.26700574,36151.97328072,36229.18753491
24854,2021-06-01 19:00:00,36242.9036762,36242.9036762,35965.0,36092.131309
24855,2021-06-01 19:30:00,36085.0,36085.0,35788.46428837,35963.42292654
24856,2021-06-01 20:00:00,35963.42292654,36142.08768112,35883.05098975,36081.53682127
24857,2021-06-01 20:30:00,36081.53682127,36315.36478817,36074.74147391,36311.0
24858,2021-06-01 21:00:00,36311.0,36402.0094,36250.0,36294.31935685
24859,2021-06-01 21:30:00,36294.31935685,36458.446,36069.9738,36419.0
24860,2021-06-01 22:00:00,36392.0,36550.0,36303.44794414,36303.44794414
24861,2021-06-01 22:30:00,36321.0,36451.99999998,36227.99999999,36406.11967374
24862,2021-06-01 23:00:00,36416.34888346,36752.43259197,36416.34888346,36735.48152958
24863,2021-06-01 23:30:00,36717.4646136,36791.99999999,36589.88859026,36685.0
24864,2021-06-02 00:00:00,36685.0,36883.76460459,36244.53288031,36352.81766307
24865,2021-06-02 00:30:00,36361.27834344,36529.0,36065.17773597,36190.0
24866,2021-06-02 01:00:00,36190.00000001,36262.40804894,35947.40446278,36093.54914311
24867,2021-06-02 01:30:00,36076.39172798,36285.414,36069.34758634,36285.414
24868,2021-06-02 02:00:00,36280.14320474,36514.83309231,36229.27488655,36467.0
24869,2021-06-02 02:30:00,36465.18958968,36533.0,36279.6084,36279.6084
24870,2021-06-02 03:00:00,36272.8492,36669.65965173,36272.8492,36538.63739414
24871,2021-06-02 03:30:00,36532.21233472,36537.99527777,36389.27932289,36460.21332683
24872,2021-06-02 04:00:00,36484.24726158,36742.56159049,36484.24726158,36721.79042511
24873,2021-06-02 04:30:00,36723.62660463,36764.93541713,36571.30641933,36657.57877544
24874,2021-06-02 05:00:00,36670.0,36785.99997781,36518.85590165,36599.26451927
24875,2021-06-02 05:30:00,36596.17302094,36893.0377058,36506.42374487,36814.5964925
24876,2021-06-02 06:00:00,36804.46766375,36960.1348807,36724.0,36797.23328782
24877,2021-06-02 06:30:00,36819.47696274,36837.0,36669.7534,36731.83904043
24878,2021-06-02 07:00:00,36737.35031193,37203.3,36737.35031193,37086.86322155
24879,2021-06-02 07:30:00,37103.07945747,37391.30434782,37103.07945747,37216.64947748
24880,2021-06-02 08:00:00,37224.4734579,37318.0,37076.17922068,37108.3575456
24881,2021-06-02 08:30:00,37106.50226488,37448.1298958,37106.50226488,37368.77268861
24882,2021-06-02 09:00:00,37377.0,37520.0,37179.15313172,37327.0
24883,2021-06-02 09:30:00,37347.0,37455.90096311,37202.36164977,37273.3964495
24884,2021-06-02 10:00:00,37276.04029874,37293.02895688,37137.1322,37256.0068575
24885,2021-06-02 10:30:00,37256.018037,37283.93131587,37058.9418684,37172.91172566
24886,2021-06-02 11:00:00,37153.39746974,37239.99999999,36862.86903904,37119.72496257
24887,2021-06-02 11:30:00,37119.10105218,37329.47214403,37115.0,37172.35720662
24888,2021-06-02 12:00:00,37209.78998402,37424.98401251,37174.51230436,37371.46507817
24889,2021-06-02 12:30:00,37370.0,37384.0,37250.0309641,37272.34393133
24890,2021-06-02 13:00:00,37274.39805646,37726.18865462,37080.68142324,37655.85099213
24891,2021-06-02 13:30:00,37639.36644814,37770.31300541,37507.02426921,37545.22419451
24892,2021-06-02 14:00:00,37554.61064584,37932.48710405,37463.76811595,37882.13978601
24893,2021-06-02 14:30:00,37874.36411094,38078.51094502,37768.75280247,37858.0
24894,2021-06-02 15:00:00,37867.71695369,38220.93490674,37863.93063282,38095.09531501
24895,2021-06-02 15:30:00,38091.27315984,38110.64847946,37928.0,38029.79731289
24896,2021-06-02 16:00:00,38048.47120793,38192.81068737,37799.00190857,38042.42152987
24897,2021-06-02 16:30:00,38042.42152987,38079.96168327,37768.08180247,37853.94647486
24898,2021-06-02 17:00:00,37896.10543587,37955.79646248,37763.77972999,37789.80547918
24899,2021-06-02 17:30:00,37791.33108075,38078.2,37752.55170363,38003.80046209
24900,2021-06-02 18:00:00,38015.89686552,38057.0,37789.9232671,37979.0
24901,2021-06-02 18:30:00,37965.364239,38072.48975654,37938.31138721,38006.65402333
24902,2021-06-02 19:00:00,38011.0,38030.00000001,37830.44876781,37843.39362163
24903,2021-06-02 19:30:00,37847.74524905,37949.0,37804.46776397,37880.0
24904,2021-06-02 20:00:00,37865.14676676,37913.77126337,37611.01357654,37658.07035456
24905,2021-06-02 20:30:00,37661.03207666,37750.0,37598.87717685,37744.17572987
24906,2021-06-02 21:00:00,37736.62812845,37901.3518,37731.64403522,37786.18763661
24907,2021-06-02 21:30:00,37787.99999,37881.0,37666.17697127,37773.93412594
24908,2021-06-02 22:00:00,37775.27970857,37856.0,37537.53825336,37574.5963909
24909,2021-06-02 22:30:00,37578.56634608,37664.49647908,37352.94170335,37524.41396696
24910,2021-06-02 23:00:00,37520.51024635,37743.0233887,37445.03650161,37693.53809316
24911,2021-06-02 23:30:00,37683.07358815,37728.29945901,37552.22584487,37575.90789872
24912,2021-06-03 00:00:00,37572.82744343,37854.10767629,37367.34693877,37494.04581075
24913,2021-06-03 00:30:00,37511.0387866,37511.0387866,37316.18872687,37498.67826585
24914,2021-06-03 01:00:00,37462.66149689,37591.84732533,37400.07167862,37486.33703794
24915,2021-06-03 01:30:00,37476.06519456,37476.06519456,37267.68793642,37292.13495179
24916,2021-06-03 02:00:00,37292.63749635,37366.0,37218.02990121,37310.85570936
24917,2021-06-03 02:30:00,37309.47079565,37424.72027349,37197.40414166,37400.04841627
24918,2021-06-03 03:00:00,37408.52879353,37523.13207809,37352.11734803,37452.0
24919,2021-06-03 03:30:00,37438.24509338,37668.76591552,37424.30780746,37635.59477834
24920,2021-06-03 04:00:00,37648.52690014,37853.05362024,37607.04285441,37800.18616922
24921,2021-06-03 04:30:00,37794.04616044,38043.42842974,37794.04616044,37956.88896906
24922,2021-06-03 05:00:00,37957.0,38445.4589,37957.0,38258.0
24923,2021-06-03 05:30:00,38258.00000001,38872.8704896,38224.0,38801.16984289
24924,2021-06-03 06:00:00,38841.42846382,38888.0,38618.74090137,38761.16906547
24925,2021-06-03 06:30:00,38763.73048199,38952.44728873,38701.12013117,38936.14538456
24926,2021-06-03 07:00:00,38936.14538455,39014.9590686,38550.72463768,38595.220132
24927,2021-06-03 07:30:00,38595.220132,38722.99999999,38589.93842007,38627.0
24928,2021-06-03 08:00:00,38643.79411812,38887.13131303,38537.27853676,38849.82792367
24929,2021-06-03 08:30:00,38856.41622696,38876.0211575,38710.19317297,38817.20320439
24930,2021-06-03 09:00:00,38808.70208277,39200.0,38808.70208277,39016.29289846
24931,2021-06-03 09:30:00,39014.12131041,39167.2281,38947.94738461,39125.01797398
24932,2021-06-03 10:00:00,39125.01796398,39467.00001001,39038.00000001,39400.02747541
24933,2021-06-03 10:30:00,39401.89183384,39434.36817942,39256.19925123,39266.33982794
24934,2021-06-03 11:00:00,39266.33982795,39295.68110963,38776.93894276,38875.40956855
24935,2021-06-03 11:30:00,38887.98079981,39054.27357628,38737.78986879,38787.65348545
24936,2021-06-03 12:00:00,38790.09212022,38857.98607219,38568.3568024,38730.27724816
24937,2021-06-03 12:30:00,38721.18362971,39067.06558882,38721.18362971,38994.85270536
24938,2021-06-03 13:00:00,39002.05012617,39256.89745603,38766.27728387,38844.0
24939,2021-06-03 13:30:00,38863.98244722,38882.9416437,38330.0,38448.0776815
24940,2021-06-03 14:00:00,38445.53910471,38708.94198951,38359.2552,38377.99997999
24941,2021-06-03 14:30:00,38414.48732171,38637.97425918,38365.70611474,38617.86888384
24942,2021-06-03 15:00:00,38617.86888384,38744.89795918,38468.3948024,38500.0
24943,2021-06-03 15:30:00,38524.06200237,38660.02607327,38426.0,38553.92129401
24944,2021-06-03 16:00:00,38548.00000001,38837.12761926,38438.86612537,38777.06207349
24945,2021-06-03 16:30:00,38782.29504317,38943.17726175,38733.91488001,38870.69549993
24946,2021-06-03 17:00:00,38879.03670558,38975.5506842,38809.0,38959.78414887
24947,2021-06-03 17:30:00,38959.78415887,38959.78415887,38746.1199419,38795.93719334
24948,2021-06-03 18:00:00,38795.93720334,38930.05269508,38667.02779227,38679.31649619
24949,2021-06-03 18:30:00,38679.31648619,38683.07086734,38529.31821667,38561.80055428
24950,2021-06-03 19:00:00,38558.36681374,38649.45185943,38496.00000001,38601.12315008
24951,2021-06-03 19:30:00,38603.40505768,38628.0,38478.237,38597.0
24952,2021-06-03 20:00:00,38597.0,38736.7328497,38556.0,38727.68104644
24953,2021-06-03 20:30:00,38695.59074152,38712.09647828,38550.0,38712.09647828
24954,2021-06-03 21:00:00,38707.02650237,38975.5506842,38646.7173777,38826.97345262
24955,2021-06-03 21:30:00,38826.97344262,38873.64985292,38742.00000001,38777.0
24956,2021-06-03 22:00:00,38750.00000002,38982.29811559,38709.58880293,38905.00615156
24957,2021-06-03 22:30:00,38940.43925104,38976.34263178,38879.23856617,38892.03191442
24958,2021-06-03 23:00:00,38888.00000001,39129.0,38808.0,39093.99462891
24959,2021-06-03 23:30:00,39092.65034576,39238.99718638,39076.94058874,39236.6777037
24960,2021-06-04 00:00:00,39238.63979937,39275.29859016,38711.41789947,38787.92223524
24961,2021-06-04 00:30:00,38785.01850152,38838.78611633,38608.01593385,38687.26967087
24962,2021-06-04 01:00:00,38674.68058877,38674.68058877,37600.535,37872.91346633
24963,2021-06-04 01:30:00,37855.69740563,38008.32808149,37701.82492718,37898.55071461
24964,2021-06-04 02:00:00,37898.55072463,37898.55072463,37380.76436587,37573.0
24965,2021-06-04 02:30:00,37573.0,37810.99999999,37562.64656934,37761.94942012
24966,2021-06-04 03:00:00,37772.0,37959.36018656,37575.32638919,37915.13137872
24967,2021-06-04 03:30:00,37913.79539922,38117.055,37829.15781062,37919.17533465
24968,2021-06-04 04:00:00,37932.48820979,37932.4882098,37500.0,37668.0
24969,2021-06-04 04:30:00,37667.74180319,37774.33521735,37559.61253546,37569.41353292
24970,2021-06-04 05:00:00,37563.42295835,37681.15942028,36850.00000001,37114.82882228
24971,2021-06-04 05:30:00,37114.82882228,37154.99999999,36564.50779381,36750.18236578
24972,2021-06-04 06:00:00,36748.34498549,37028.54830297,36685.00000001,36856.21458571
24973,2021-06-04 06:30:00,36852.52920105,36956.52173913,36594.20289855,36753.16438342
24974,2021-06-04 07:00:00,36782.64609007,36782.64609007,36308.76507176,36585.66286334
24975,2021-06-04 07:30:00,36596.0,36808.0,36500.0,36623.9908561
24976,2021-06-04 08:00:00,36617.9885657,36728.37130272,36234.80730768,36708.1195612
24977,2021-06-04 08:30:00,36729.33816509,36825.45225331,36583.5452488,36697.41526292
24978,2021-06-04 09:00:00,36720.01575312,36738.99647271,36376.8115942,36654.18542692
24979,2021-06-04 09:30:00,36641.34458023,36841.09153803,36551.00000001,36832.78377969
24980,2021-06-04 10:00:00,36834.0,37015.15305782,36695.90613686,36713.19401315
24981,2021-06-04 10:30:00,36713.19401315,36766.90246739,36582.36204371,36638.8
24982,2021-06-04 11:00:00,36628.16858214,36828.03530263,36521.73913043,36670.01975505
24983,2021-06-04 11:30:00,36669.97558975,36669.97558975,36380.16529721,36591.0
24984,2021-06-04 12:00:00,36583.59939075,36585.27823406,35600.0,35816.00000001
24985,2021-06-04 12:30:00,35816.0,37098.03107512,35794.00000001,36847.26440969
24986,2021-06-04 13:00:00,36882.21492893,36911.63664283,36650.0,36786.59657646
24987,2021-06-04 13:30:00,36804.53400918,36906.81420128,36619.99886716,36733.23952632
24988,2021-06-04 14:00:00,36726.55109129,36779.61002228,36162.65446122,36395.58992405
24989,2021-06-04 14:30:00,36395.58992405,36885.0,36363.4371759,36708.51452223
24990,2021-06-04 15:00:00,36710.58082868,36853.0370185,36639.0,36813.93526259
24991,2021-06-04 15:30:00,36820.92229308,37068.66900773,36771.43923694,36967.9436592
24992,2021-06-04 16:00:00,36964.50236924,37068.66900773,36837.00000001,36940.63546698
24993,2021-06-04 16:30:00,36940.63546698,36940.63546698,36768.31580284,36894.0
24994,2021-06-04 17:00:00,36894.0,37232.85016473,36824.5145425,37178.7584014
24995,2021-06-04 17:30:00,37178.75840141,37232.85016472,37056.34812911,37082.6080482
24996,2021-06-04 18:00:00,37082.6080482,37147.37129447,36970.00535646,37112.08129312
24997,2021-06-04 18:30:00,37121.83981341,37161.99999999,37012.13655882,37112.00000001
24998,2021-06-04 19:00:00,37141.85444211,37192.5,36995.22590019,37081.27010854
24999,2021-06-04 19:30:00,37071.63880154,37109.8,36751.75840001,36806.25103547
25000,2021-06-04 20:00:00,36804.34034366,37077.43005678,36804.34033366,37067.5218725
25001,2021-06-04 20:30:00,37067.5218725,37103.5,36940.18189441,37036.2936613
25002,2021-06-04 21:00:00,37037.67475834,37250.0,37032.79857652,37150.73589067
25003,2021-06-04 21:30:00,37150.73589067,37211.63727199,37111.00000001,37182.0
25004,2021-06-04 22:00:00,37182.0,37239.42927249,37085.63471704,37113.14434047
25005,2021-06-04 22:30:00,37111.08902936,37202.0687371,37100.0,37100.0
25006,2021-06-04 23:00:00,37100.00000001,37189.0,36490.0,36796.44429818
25007,2021-06-04 23:30:00,36796.30649631,37072.73819845,36737.16314239,36834.99642823
25008,2021-06-05 00:00:00,36833.15486015,37312.86235999,36636.88758549,37285.43794442
25009,2021-06-05 00:30:00,37305.90008917,37754.10559578,37251.04162022,37692.70406411
25010,2021-06-05 01:00:00,37690.82006632,37738.91747827,37555.80184927,37605.70750198
25011,2021-06-05 01:30:00,37599.36116673,37834.34280756,37599.36116673,37697.66979001
25012,2021-06-05 02:00:00,37700.78639551,37749.24082475,37509.29726362,37509.29726362
25013,2021-06-05 02:30:00,37507.38397015,37700.0,37367.34693877,37646.01428968
25014,2021-06-05 03:00:00,37644.8884888,37748.68388097,37468.30280244,37570.7867037
25015,2021-06-05 03:30:00,37554.17819445,37608.69565217,37391.30434782,37399.23197106
25016,2021-06-05 04:00:00,37441.46648033,37631.2408,37436.0,37510.73331153
25017,2021-06-05 04:30:00,37482.57751582,37710.31671485,37450.0,37681.09120425
25018,2021-06-05 05:00:00,37681.76527996,37738.95332422,37536.23188405,37586.0
25019,2021-06-05 05:30:00,37581.21153914,37638.2,37476.56728134,37604.55371226
25020,2021-06-05 06:00:00,37604.55371227,37826.08695651,37563.30093586,37748.50862761
25021,2021-06-05 06:30:00,37748.50862761,37766.14936184,37605.43236303,37699.99013204
25022,2021-06-05 07:00:00,37699.99013204,37910.7076,37693.75780232,37834.4578926
25023,2021-06-05 07:30:00,37834.4578926,37876.91154703,37555.0,37593.33001475
25024,2021-06-05 08:00:00,37582.2041551,37753.6231884,37458.4924,37702.04307334
25025,2021-06-05 08:30:00,37702.04307334,37850.0,37632.48548929,37784.47702561
25026,2021-06-05 09:00:00,37784.47702561,37826.08695652,37659.24797728,37665.069994
25027,2021-06-05 09:30:00,37664.70072288,37664.70072288,36036.0,36346.79682167
25028,2021-06-05 10:00:00,36341.7494938,36665.35532846,36048.978354,36632.59072808
25029,2021-06-05 10:30:00,36631.15189807,36631.15189807,36285.65003317,36453.02122392
25030,2021-06-05 11:00:00,36451.1794948,36528.363,36152.59670349,36205.91280108
25031,2021-06-05 11:30:00,36205.91280108,36328.19715619,35695.0,35887.5179501
25032,2021-06-05 12:00:00,35874.91938031,36018.05181393,35278.81421342,35931.60877471
25033,2021-06-05 12:30:00,35928.64398115,36220.43190661,35767.22785118,36012.23966672
25034,2021-06-05 13:00:00,36012.21770091,36025.37262505,35768.83380286,35992.0
25035,2021-06-05 13:30:00,36027.1738,36027.1738,35698.0,35734.54826171
25036,2021-06-05 14:00:00,35733.61901248,36000.0,35534.50366534,35899.51917363
25037,2021-06-05 14:30:00,35899.51916363,35942.96851028,35617.06035748,35638.78193911
25038,2021-06-05 15:00:00,35650.62145896,35942.0289855,35584.0,35942.0289855
25039,2021-06-05 15:30:00,35935.8687051,36420.92690619,35869.5652174,36304.32939899
25040,2021-06-05 16:00:00,36343.14021806,36343.14021806,36049.72799328,36130.93324896
25041,2021-06-05 16:30:00,36129.42515597,36200.38524948,36007.79471357,36073.3887965
25042,2021-06-05 17:00:00,36073.3887965,36310.66923703,35881.0,36142.13843709
25043,2021-06-05 17:30:00,36142.13843709,36220.46383321,35969.18042079,36011.93222096
25044,2021-06-05 18:00:00,36011.93222096,36178.12040151,35904.23071001,36153.747006
25045,2021-06-05 18:30:00,36153.747006,36163.51602321,36026.0,36026.00000001
25046,2021-06-05 19:00:00,36044.86215134,36278.46840167,35996.42357925,36170.74702494
25047,2021-06-05 19:30:00,36189.4860803,36189.4860803,35724.63768115,35783.21201867
25048,2021-06-05 20:00:00,35778.01557419,35999.94280775,35724.63768115,35824.59718791
25049,2021-06-05 20:30:00,35824.59718791,35989.79591836,35562.4948846,35832.13259083
25050,2021-06-05 21:00:00,35844.28191013,35844.28191013,35115.65743341,35164.89725321
25051,2021-06-05 21:30:00,35164.89725321,35288.84695556,34823.08209464,34980.75510148
25052,2021-06-05 22:00:00,34980.75510148,35375.0,34942.0,35205.6176168
25053,2021-06-05 22:30:00,35229.09431066,35352.67089595,34874.04999168,35050.1165685
25054,2021-06-05 23:00:00,35059.30488163,35460.0,35059.30488163,35278.58489527
25055,2021-06-05 23:30:00,35277.7037363,35595.9016,35232.0586839,35509.43819456
25056,2021-06-06 00:00:00,35509.43819456,35761.3925722,35414.14069294,35695.29684695
25057,2021-06-06 00:30:00,35690.92781911,35694.1125129,35477.92707425,35572.47738776
25058,2021-06-06 01:00:00,35575.7574712,36125.0,35575.7574712,35997.27140593
25059,2021-06-06 01:30:00,35992.40270719,36211.0,35954.13364937,36211.0
25060,2021-06-06 02:00:00,36220.84090617,36234.08980713,36045.26731094,36062.11806898
25061,2021-06-06 02:30:00,36061.11941472,36250.37677067,36061.11941472,36150.426567
25062,2021-06-06 03:00:00,36146.69088233,36211.68877798,35832.89552331,35944.38099864
25063,2021-06-06 03:30:00,35944.10516912,36056.17944556,35837.87621833,36006.99465246
25064,2021-06-06 04:00:00,36001.13302583,36106.0981072,35961.34390104,35978.35711256
25065,2021-06-06 04:30:00,35976.55827608,36200.0,35976.55827608,36084.0
25066,2021-06-06 05:00:00,36109.03261454,36163.09411455,35997.75361632,36148.86157656
25067,2021-06-06 05:30:00,36154.56427865,36239.94825014,36098.70884828,36232.03326465
25068,2021-06-06 06:00:00,36231.52932675,36465.35532846,35741.73196102,35812.637142
25069,2021-06-06 06:30:00,35816.21977239,35940.23199275,35737.42765313,35873.56225483
25070,2021-06-06 07:00:00,35857.16158044,35997.88025831,35857.16158044,35938.04002326
25071,2021-06-06 07:30:00,35941.96825175,36171.17984779,35939.79101535,36136.88802444
25072,2021-06-06 08:00:00,36133.98669977,36255.46861253,36104.08550983,36165.56810225
