t,o,h,l,c,v
1638457200000,57111.0,57375.0,56190.0,56550.0,2864.216
1638460800000,56550.0,56771.0,56072.0,56377.5,1476.951
1638464400000,56377.5,56681.0,56307.5,56579.0,1016.837
1638468000000,56579.0,56746.5,56200.0,56714.5,955.326
1638471600000,56714.5,56943.0,56528.5,56640.0,977.547
1638475200000,56640.0,57200.0,56574.0,57007.0,1122.963
1638478800000,57007.0,57069.5,56801.5,56873.5,586.688
1638482400000,56873.5,56900.0,56640.0,56865.0,792.476
1638486000000,56865.0,56950.0,56365.5,56501.5,916.918
1638489600000,56501.5,56769.0,56456.0,56570.5,771.274
1638493200000,56570.5,56735.0,56450.0,56545.0,679.411
1638496800000,56545.0,56592.0,56125.0,56289.0,1019.998
1638500400000,56289.0,56558.5,56173.0,56369.0,1002.069
1638504000000,56369.0,56731.5,56320.5,56640.0,831.566
1638507600000,56640.0,57066.5,56480.0,56741.0,1321.989
1638511200000,56741.0,56965.5,56726.0,56870.5,860.181
1638514800000,56870.5,56963.0,56666.0,56769.5,963.88
1638518400000,56769.5,56857.5,56510.5,56600.5,761.008
1638522000000,56600.5,56878.0,56500.0,56857.5,608.189
1638525600000,56857.5,57371.0,56739.5,56902.5,2978.968
1638529200000,56902.5,57185.5,56852.0,57024.5,994.922
1638532800000,57024.5,57227.5,56806.0,56827.5,905.788
1638536400000,56827.5,57690.0,56774.0,56917.0,2901.852
1638540000000,56917.0,56948.0,56230.0,56299.5,2330.988
1638543600000,56299.5,56389.5,55814.5,56058.0,2955.416
1638547200000,56058.0,56058.0,54888.0,55033.0,6343.393
1638550800000,55033.0,55122.5,54666.0,55014.5,2544.97
1638554400000,55014.5,55189.5,54375.0,54930.0,2493.155
1638558000000,54930.0,54935.0,53800.0,53904.5,3773.399
1638561600000,53904.5,54082.0,51111.0,53446.0,13698.836
1638565200000,53446.0,54026.5,53330.0,53607.0,2604.999
1638568800000,53607.0,53703.5,53006.5,53400.0,1953.147
1638572400000,53400.0,53807.0,53350.0,53626.5,1020.37
1638576000000,53626.5,53850.0,53007.0,53065.5,1879.231
1638579600000,53065.5,53187.5,52636.0,53011.5,2182.542
1638583200000,53011.5,53124.0,52769.0,53120.0,1062.783
1638586800000,53120.0,53120.0,52024.5,52024.5,2345.534
1638590400000,52024.5,52604.0,48666.0,50238.5,11517.094
1638594000000,50238.5,50486.5,40829.0,47445.5,29530.403
1638597600000,47445.5,47957.5,46672.5,47439.0,6798.953
1638601200000,47439.0,47532.5,46566.5,47236.5,4823.603
1638604800000,47236.5,47877.5,46948.5,47442.0,3074.585
1638608400000,47442.0,47644.5,47242.0,47463.0,1407.574
1638612000000,47463.0,47548.5,46759.0,47334.5,1910.979
1638615600000,47334.5,47342.0,46109.0,46480.0,3681.82
1638619200000,46480.0,47529.0,46479.5,47050.5,3252.111
1638622800000,47050.5,47398.0,46753.0,47350.0,2055.256
1638626400000,47350.0,47840.5,47222.0,47756.0,1611.138
1638630000000,47756.0,48522.0,47704.5,48182.5,3915.164
1638633600000,48182.5,48420.0,47749.0,47802.0,2052.531
1638637200000,47802.0,48335.0,47773.0,48233.0,1157.848
1638640800000,48233.0,48860.5,48124.5,48826.0,2271.453
1638644400000,48826.0,49416.0,48596.5,49249.5,2303.334
1638648000000,49249.5,49437.5,48928.0,49219.0,1732.936
1638651600000,49219.0,49303.0,48486.0,48664.5,1097.086
1638655200000,48664.5,49290.0,48589.0,49177.5,1218.244
1638658800000,49177.5,49451.0,48812.5,49125.5,1523.594
1638662400000,49125.5,49716.0,48315.0,48924.5,3631.29
1638666000000,48924.5,49199.0,48634.0,48995.0,1264.179
1638669600000,48995.0,49060.0,48768.0,49009.5,776.777
1638673200000,49009.5,49300.0,48843.0,49175.0,1113.43
1638676800000,49175.0,49218.0,48802.5,48894.5,1002.452
1638680400000,48894.5,49372.0,48841.0,49360.0,800.619
1638684000000,49360.0,49555.0,49194.0,49453.0,979.131
1638687600000,49453.0,49631.5,49191.5,49256.5,982.954
1638691200000,49256.5,49500.0,49099.5,49413.0,964.747
1638694800000,49413.0,49413.0,48699.0,48940.0,1930.015
1638698400000,48940.0,49388.0,48829.5,49195.5,919.529
1638702000000,49195.5,49341.0,48951.0,49234.0,852.046
1638705600000,49234.0,49622.0,49050.0,49327.5,1920.993
1638709200000,49327.5,49398.0,49111.5,49288.5,930.263
1638712800000,49288.5,49307.0,48784.5,48939.5,1918.136
1638716400000,48939.5,49070.0,47736.0,47930.0,3532.933
1638720000000,47930.0,48936.5,47900.5,48460.0,3249.896
1638723600000,48460.0,49299.0,48369.0,49245.5,1948.129
1638727200000,49245.5,49351.0,49060.0,49065.0,634.23
1638730800000,49065.0,49092.5,48247.0,48879.0,2282.257
1638734400000,48879.0,49011.0,48513.0,48801.5,862.499
1638738000000,48801.5,49196.5,48484.0,49157.5,1172.819
1638741600000,49157.5,49171.0,48744.5,49165.5,1091.662
1638745200000,49165.5,49481.5,49020.0,49358.0,1558.348
1638748800000,49358.0,49400.0,48385.5,48721.5,2083.932
1638752400000,48721.5,48950.0,48294.0,48782.5,1731.03
1638756000000,48782.5,49105.0,48730.0,48836.5,1071.962
1638759600000,48836.5,49178.5,48805.5,48973.0,672.107
1638763200000,48973.0,49230.0,48908.5,48928.0,669.549
1638766800000,48928.0,49017.5,48666.0,48666.0,730.479
1638770400000,48666.0,48723.0,48006.5,48144.0,1789.155
1638774000000,48144.0,48394.5,47708.5,48383.5,2264.967
1638777600000,48383.5,49445.5,47828.5,48153.5,5266.223
1638781200000,48153.5,48308.5,47020.0,47438.0,3435.695
1638784800000,47438.0,47782.5,47300.0,47480.0,2077.815
1638788400000,47480.0,48900.0,47200.0,48550.0,4821.79
1638792000000,48550.0,48800.0,48310.5,48458.0,1756.405
1638795600000,48458.0,48660.0,48033.0,48296.5,1496.43
1638799200000,48296.5,48540.0,47800.0,48194.0,2858.115
1638802800000,48194.0,48942.0,48000.0,48941.5,2596.235
1638806400000,48941.5,49166.5,48660.0,49098.5,1521.371
1638810000000,49098.5,49240.0,48850.0,48926.5,945.631
1638813600000,48926.5,49204.0,48771.0,49150.0,797.571
1638817200000,49150.0,49334.5,49057.0,49060.5,845.277
1638820800000,49060.5,49190.0,48723.0,48791.0,644.869
1638824400000,48791.0,50600.0,48791.0,50047.5,3242.286
1638828000000,50047.5,50900.0,50047.5,50720.5,2637.378
1638831600000,50720.5,50800.5,50211.0,50422.0,1380.717
1638835200000,50422.0,50718.0,50321.0,50632.5,1077.876
1638838800000,50632.5,51515.5,50327.5,50582.0,2887.585
1638842400000,50582.0,50800.0,50540.0,50599.5,758.699
1638846000000,50599.5,50968.0,50564.0,50888.0,796.099
1638849600000,50888.0,51131.0,50753.5,50869.0,1115.198
1638853200000,50869.0,51205.5,50810.0,50847.0,791.56
1638856800000,50847.0,51138.5,50847.0,51097.0,522.309
1638860400000,51097.0,51300.0,50800.0,50870.0,1026.75
1638864000000,50870.0,51211.0,50784.0,51157.0,972.398
1638867600000,51157.0,51487.0,51000.0,51221.5,1502.418
1638871200000,51221.5,51325.0,51098.0,51270.5,750.16
1638874800000,51270.5,51435.0,51220.0,51426.5,845.658
1638878400000,51426.5,51506.0,50529.5,50889.5,3477.69
1638882000000,50889.5,51041.5,50777.0,50887.5,1015.264
1638885600000,50887.5,51430.0,50797.5,51430.0,1568.586
1638889200000,51430.0,51923.5,51326.5,51701.5,2838.363
1638892800000,51701.5,51843.0,51061.5,51299.5,2059.144
1638896400000,51299.5,51313.5,50801.0,50989.0,1331.253
1638900000000,50989.0,51197.5,50906.5,50930.0,606.877
1638903600000,50930.0,51150.0,50642.0,50850.0,949.429
1638907200000,50850.0,50976.0,50155.0,50397.0,1822.551
1638910800000,50397.0,50842.5,50360.5,50485.5,1352.19
1638914400000,50485.5,50606.0,50011.0,50221.0,1879.415
1638918000000,50221.0,50698.0,50150.0,50580.5,818.412
1638921600000,50580.5,50716.0,50300.0,50700.0,1050.937
1638925200000,50700.0,50788.5,50364.5,50428.0,840.953
1638928800000,50428.0,50669.5,50327.5,50327.5,561.523
1638932400000,50327.5,50461.5,50100.0,50132.0,865.389
1638936000000,50132.0,50387.0,50090.0,50237.0,1219.806
1638939600000,50237.0,50520.0,50150.0,50387.5,974.635
1638943200000,50387.5,50662.0,50383.5,50592.5,956.159
1638946800000,50592.5,50592.5,50383.5,50470.0,620.173
1638950400000,50470.0,50596.5,50230.0,50370.0,885.541
1638954000000,50370.0,50481.5,50157.0,50157.0,983.753
1638957600000,50157.0,50309.0,49144.5,49206.0,4137.628
1638961200000,49206.0,49400.0,48714.0,49182.0,3945.976
1638964800000,49182.0,49286.0,48514.0,49203.0,2657.625
1638968400000,49203.0,49369.5,48951.0,49037.5,1550.578
1638972000000,49037.5,51092.5,48911.0,50710.0,6191.402
1638975600000,50710.0,51232.5,50444.0,50622.0,3102.917
1638979200000,50622.0,50750.0,50167.0,50418.0,1990.992
1638982800000,50418.0,50441.0,50160.5,50238.5,820.994
1638986400000,50238.5,50670.5,50034.0,50507.0,1200.802
1638990000000,50507.0,50833.0,50313.0,50428.5,682.017
1638993600000,50428.5,50817.5,50313.5,50662.0,589.473
1638997200000,50662.0,50768.5,50476.0,50539.5,695.276
1639000800000,50539.5,50764.5,50070.0,50175.5,1200.902
1639004400000,50175.5,50546.0,50146.0,50451.5,1011.923
1639008000000,50451.5,50758.0,50302.0,50393.0,1114.036
1639011600000,50393.0,50445.0,50150.0,50150.5,638.127
1639015200000,50150.5,50240.0,49500.5,49855.0,1984.976
1639018800000,49855.0,49873.5,49412.5,49507.0,1087.218
1639022400000,49507.0,49782.5,49423.0,49782.5,766.882
1639026000000,49782.5,49858.5,49611.0,49737.5,708.132
1639029600000,49737.5,49821.0,49455.0,49594.0,890.879
1639033200000,49594.0,50388.5,49111.0,49980.5,2954.135
1639036800000,49980.5,49981.0,49225.0,49484.5,1489.248
1639040400000,49484.5,49516.0,48778.5,49180.0,2081.71
1639044000000,49180.0,49369.0,48900.0,49280.5,1256.793
1639047600000,49280.5,49370.5,49016.0,49152.0,947.431
1639051200000,49152.0,49669.0,48925.0,49373.0,1937.818
1639054800000,49373.0,49376.5,49036.5,49317.5,1394.307
1639058400000,49317.5,49391.0,48418.0,48553.5,3163.27
1639062000000,48553.5,48742.5,48050.0,48439.5,4125.152
1639065600000,48439.5,48822.0,48201.0,48506.0,1598.724
1639069200000,48506.0,48665.0,48097.0,48155.5,1075.879
1639072800000,48155.5,48336.0,47480.0,47740.0,3350.117
1639076400000,47740.0,47995.0,47550.0,47609.0,1450.769
1639080000000,47609.0,47745.5,47315.5,47672.5,1541.662
1639083600000,47672.5,48130.0,47564.5,47962.0,1473.482
1639087200000,47962.0,48458.0,47658.0,47898.0,1619.035
1639090800000,47898.0,48236.0,47486.5,47541.5,1057.48
1639094400000,47541.5,48764.5,47434.5,47998.5,3039.921
1639098000000,47998.5,48538.0,47735.5,48391.5,1686.718
1639101600000,48391.5,48800.0,48258.5,48491.0,1002.21
1639105200000,48491.0,48510.5,48200.0,48338.5,628.418
1639108800000,48338.5,48543.5,48134.5,48159.0,937.636
1639112400000,48159.0,48310.5,48013.5,48231.5,831.176
1639116000000,48231.5,48403.0,47822.0,47857.5,1291.723
1639119600000,47857.5,48026.0,47568.5,47677.0,1818.081
1639123200000,47677.0,48157.0,47647.0,48086.5,1496.018
1639126800000,48086.5,48500.0,47854.5,48350.0,1354.751
1639130400000,48350.0,48464.0,48127.0,48204.5,916.579
1639134000000,48204.5,48693.0,48204.5,48684.5,1247.81
1639137600000,48684.5,49222.0,48659.0,49051.5,2511.756
1639141200000,49051.5,50149.5,48847.0,49595.0,4903.049
1639144800000,49595.0,49816.0,48112.5,48250.0,5367.718
1639148400000,48250.0,48599.5,47738.5,47975.0,3831.967
1639152000000,47975.0,47975.0,47218.0,47542.0,4024.768
1639155600000,47542.0,47750.0,47300.0,47706.0,1365.499
1639159200000,47706.0,48357.5,47651.0,47800.0,2781.556
1639162800000,47800.0,48188.0,47657.0,48094.5,1387.571
1639166400000,48094.5,48480.0,48081.5,48405.5,1080.256
1639170000000,48405.5,48550.0,47724.5,47920.0,1385.051
1639173600000,47920.0,48066.0,47463.0,47514.5,1042.627
1639177200000,47514.5,47800.0,46750.0,47181.0,2633.473
1639180800000,47181.0,48475.0,46750.0,47756.5,4998.014
1639184400000,47756.5,48217.0,47666.0,47915.5,1260.801
1639188000000,47915.5,48245.5,47905.5,48220.0,937.048
1639191600000,48220.0,48684.0,48170.5,48301.0,1434.131
1639195200000,48301.0,48590.0,48270.5,48511.0,765.404
1639198800000,48511.0,48571.0,48227.5,48299.0,910.522
1639202400000,48299.0,48970.0,48020.0,48043.5,2854.71
1639206000000,48043.5,48174.0,47750.5,48052.0,1473.343
1639209600000,48052.0,48900.0,47755.0,48396.0,2721.431
1639213200000,48396.0,48622.0,48145.0,48535.0,1231.579
1639216800000,48535.0,48581.5,48341.0,48380.5,755.167
1639220400000,48380.5,48451.0,48160.5,48217.5,822.504
1639224000000,48217.5,48567.0,48196.0,48500.0,778.658
1639227600000,48500.0,48901.0,48207.0,48340.0,2117.428
1639231200000,48340.0,48530.0,48156.5,48465.5,1228.304
1639234800000,48465.5,48754.0,48435.0,48754.0,1092.616
1639238400000,48754.0,49249.0,48690.5,48985.5,2719.434
1639242000000,48985.5,49012.0,48531.5,48691.0,1110.954
1639245600000,48691.0,48863.5,48551.5,48638.5,896.884
1639249200000,48638.5,48750.0,48357.0,48385.0,711.507
1639252800000,48385.0,48738.0,48385.0,48551.0,728.073
1639256400000,48551.0,48821.5,48387.0,48764.0,986.631
1639260000000,48764.0,49142.0,48634.0,48836.0,965.952
1639263600000,48836.0,49489.0,48774.0,49353.0,1813.395
1639267200000,49353.0,49684.0,49195.5,49317.5,1746.574
1639270800000,49317.5,49419.5,49050.0,49163.0,813.875
1639274400000,49163.0,49312.5,49026.0,49030.5,687.243
1639278000000,49030.5,49347.0,49030.5,49286.5,515.167
1639281600000,49286.5,49305.0,48801.0,48849.5,1051.46
1639285200000,48849.5,49049.0,48830.0,48952.5,638.829
1639288800000,48952.5,49227.0,48939.0,49130.0,678.608
1639292400000,49130.0,49341.5,49082.0,49274.5,590.512
1639296000000,49274.5,49341.5,48960.0,48974.0,887.299
1639299600000,48974.0,49154.5,48721.0,48820.5,1330.018
1639303200000,48820.5,48944.5,48606.0,48909.5,1365.176
1639306800000,48909.5,49277.5,48864.0,49114.0,1374.133
1639310400000,49114.0,49587.0,49100.0,49471.0,1889.614
1639314000000,49471.0,49842.0,49470.5,49755.5,1849.852
1639317600000,49755.5,49900.0,49458.0,49805.0,1905.352
1639321200000,49805.0,49845.0,49529.5,49558.5,1141.224
1639324800000,49558.5,49845.0,49480.0,49813.5,947.423
1639328400000,49813.5,50790.0,49750.0,50230.0,3629.463
1639332000000,50230.0,50770.0,50230.0,50468.0,1852.944
1639335600000,50468.0,50570.0,50100.5,50198.0,894.93
1639339200000,50198.0,50528.5,50150.5,50237.5,717.673
1639342800000,50237.5,50288.0,49872.0,49919.5,895.25
1639346400000,49919.5,50289.0,49919.5,50270.0,699.862
1639350000000,50270.0,50339.0,49953.5,50079.5,733.562
1639353600000,50079.5,50167.0,49560.0,49622.0,1622.135
1639357200000,49622.0,49622.0,48347.5,48546.0,4823.718
1639360800000,48546.0,48876.0,48420.0,48758.0,2137.301
1639364400000,48758.0,49050.0,48678.0,48854.0,1241.94
1639368000000,48854.0,49047.0,48742.5,49000.0,1030.98
1639371600000,49000.0,49295.0,48802.5,49187.0,1377.208
1639375200000,49187.0,49228.0,48832.5,48889.5,865.3
1639378800000,48889.5,48935.5,48560.0,48717.0,1446.419
1639382400000,48717.0,49160.5,48000.0,48995.5,3451.258
1639386000000,48995.5,48995.5,48698.5,48839.5,982.461
1639389600000,48839.5,48891.0,48464.0,48682.0,1507.781
1639393200000,48682.0,48889.5,48568.0,48810.5,1194.966
1639396800000,48810.5,48976.5,48524.0,48576.5,1386.14
1639400400000,48576.5,48619.5,48131.0,48424.0,2472.128
1639404000000,48424.0,48424.5,47674.5,47921.5,4103.104
1639407600000,47921.5,47927.5,47029.5,47250.5,4881.113
1639411200000,47250.5,47539.5,46388.5,47146.5,6242.756
1639414800000,47146.5,47921.0,47065.0,47492.5,3636.466
1639418400000,47492.5,47650.0,47314.5,47441.5,1169.472
1639422000000,47441.5,47442.0,45502.0,46694.5,9770.277
1639425600000,46694.5,46910.0,46318.5,46599.5,2065.356
1639429200000,46599.5,46869.0,46203.5,46749.0,1657.507
1639432800000,46749.0,47297.5,46653.5,46845.0,1972.841
1639436400000,46845.0,47018.0,46540.0,46652.5,1379.999
1639440000000,46652.5,47208.0,46251.5,46974.5,2644.466
1639443600000,46974.5,47080.0,46580.5,46853.5,1555.263
1639447200000,46853.5,47016.0,46664.5,47002.5,1050.852
1639450800000,47002.5,47065.0,46745.0,46901.5,825.544
1639454400000,46901.5,47150.0,46837.5,46947.0,1063.839
1639458000000,46947.0,47060.0,46664.0,46671.5,1187.569
1639461600000,46671.5,46817.5,46320.0,46651.0,1819.018
1639465200000,46651.0,47001.0,46520.0,46972.5,1606.992
1639468800000,46972.5,47485.0,46941.0,47436.5,2091.005
1639472400000,47436.5,47438.0,46762.5,46804.0,1993.354
1639476000000,46804.0,47355.5,46781.0,47334.0,1472.296
1639479600000,47334.0,47781.5,47156.0,47595.5,2125.137
1639483200000,47595.5,47920.0,47500.0,47500.0,2120.767
1639486800000,47500.0,47632.0,46968.0,47165.0,2181.156
1639490400000,47165.0,47305.0,46801.5,47269.5,2717.982
1639494000000,47269.5,47481.0,46600.0,46825.0,2760.059
1639497600000,46825.0,47179.5,46528.0,46708.0,2584.351
1639501200000,46708.0,47062.5,46550.0,46613.0,1328.919
1639504800000,46613.0,46915.0,46450.0,46646.5,1401.195
1639508400000,46646.5,47038.0,46635.0,46827.5,1214.955
1639512000000,46827.5,47888.0,46827.5,47766.0,2505.524
1639515600000,47766.0,48826.5,47750.5,48267.0,3405.58
1639519200000,48267.0,48449.0,48002.0,48263.5,1628.435
1639522800000,48263.5,48428.0,48140.0,48356.0,1132.326
1639526400000,48356.0,48747.0,48085.5,48124.0,1952.959
1639530000000,48124.0,48172.0,47957.0,48072.5,981.921
1639533600000,48072.5,48089.5,47851.5,47980.0,933.307
1639537200000,47980.0,48298.0,47940.0,48251.5,795.757
1639540800000,48251.5,48417.5,48081.0,48208.0,1393.802
1639544400000,48208.0,48276.5,48050.0,48125.5,708.621
1639548000000,48125.5,48300.0,48020.5,48075.0,818.816
1639551600000,48075.0,48337.5,47948.5,48188.5,1421.251
1639555200000,48188.5,48773.0,48188.5,48550.0,2107.125
1639558800000,48550.0,48558.5,48370.5,48483.0,1015.442
1639562400000,48483.0,48569.0,48200.0,48234.5,1125.358
1639566000000,48234.5,48342.0,48085.5,48134.5,1203.588
1639569600000,48134.5,48297.5,47380.5,47572.5,3206.35
1639573200000,47572.5,47793.0,47382.0,47655.0,2263.517
1639576800000,47655.0,47741.0,47179.5,47358.0,2425.057
1639580400000,47358.0,47493.0,46584.0,46608.5,5372.431
1639584000000,46608.5,47049.0,46543.5,46999.5,3301.795
1639587600000,46999.5,47350.0,46852.5,47100.0,2142.888
1639591200000,47100.0,48237.5,47012.0,47815.5,3803.252
1639594800000,47815.5,49293.0,47146.5,48688.5,12975.025
1639598400000,48688.5,49504.5,48566.5,49190.0,4664.256
1639602000000,49190.0,49349.5,48930.5,49142.5,1612.713
1639605600000,49142.5,49212.5,48660.0,48730.0,1454.168
1639609200000,48730.0,49000.0,48711.0,48867.5,919.057
1639612800000,48867.5,49286.5,48744.0,49047.0,1322.254
1639616400000,49047.0,49108.5,48860.0,49011.0,732.453
1639620000000,49011.0,49032.5,48887.5,49007.5,495.782
1639623600000,49007.5,49021.0,48736.0,48835.5,890.848
1639627200000,48835.5,48879.5,48600.0,48744.0,1032.019
1639630800000,48744.0,48799.0,48527.0,48527.0,807.517
1639634400000,48527.0,48903.5,48527.0,48899.5,1231.787
1639638000000,48899.5,49083.5,48699.0,48727.5,1218.874
1639641600000,48727.5,48929.0,48635.0,48781.5,1027.882
1639645200000,48781.5,48964.0,48755.0,48964.0,693.77
1639648800000,48964.0,49250.0,48930.0,49125.0,1501.683
1639652400000,49125.0,49450.0,48846.0,49179.0,2340.089
1639656000000,49179.0,49198.5,48650.0,48704.0,2388.217
1639659600000,48704.0,49367.5,48386.0,49005.0,3513.42
1639663200000,49005.0,49005.0,48493.5,48560.0,2201.326
1639666800000,48560.0,48720.0,48249.0,48581.0,2710.067
1639670400000,48581.0,48716.0,48264.0,48491.0,2195.52
1639674000000,48491.0,48494.0,48065.0,48132.0,2215.613
1639677600000,48132.0,48315.5,47705.0,47993.5,1907.906
1639681200000,47993.5,48114.0,47700.0,47894.5,1792.715
1639684800000,47894.5,48426.5,47859.0,47941.5,2036.977
1639688400000,47941.5,48156.0,47903.5,48135.0,772.404
1639692000000,48135.0,48180.0,47525.0,47805.5,1835.062
1639695600000,47805.5,47805.5,47562.0,47661.0,1170.413
1639699200000,47661.0,47975.0,47250.0,47807.0,2010.077
1639702800000,47807.0,47982.5,47727.5,47849.5,814.035
1639706400000,47849.5,47860.0,47650.0,47795.0,594.105
1639710000000,47795.0,47829.0,47696.5,47810.0,515.31
1639713600000,47810.0,47944.0,47780.0,47924.5,677.289
1639717200000,47924.5,47952.5,47650.0,47743.5,832.791
1639720800000,47743.5,47744.0,47397.0,47434.5,1140.275
1639724400000,47434.5,47435.0,46750.0,47030.5,4287.712
1639728000000,47030.5,47184.0,46920.0,47135.0,1551.347
1639731600000,47135.0,47290.0,46969.0,47239.5,1200.184
1639735200000,47239.5,47239.5,46700.0,46934.0,2140.483
1639738800000,46934.0,47296.5,46901.0,47100.0,1285.022
1639742400000,47100.0,47342.5,46953.0,47038.5,1401.542
1639746000000,47038.5,47195.5,46871.0,46977.0,1306.949
1639749600000,46977.0,46999.0,45700.0,45947.0,8152.673
1639753200000,45947.0,46585.5,45280.0,46483.5,7108.43
1639756800000,46483.5,47450.0,46387.5,47091.5,5989.144
1639760400000,47091.5,47091.5,46600.0,46750.5,2238.309
1639764000000,46750.5,47053.0,46611.5,46982.5,2557.594
1639767600000,46982.5,47115.5,46691.5,46748.0,1405.105
1639771200000,46748.0,46824.5,46153.5,46187.0,2083.551
1639774800000,46187.0,47185.0,46121.0,46849.5,2206.288
1639778400000,46849.5,46937.5,45510.0,46533.0,4906.072
1639782000000,46533.0,46545.0,46076.0,46150.0,1393.679
1639785600000,46150.0,46381.5,45768.5,46290.5,1762.701
1639789200000,46290.5,46336.0,45548.0,45685.5,1723.802
1639792800000,45685.5,45945.0,45500.0,45710.5,1401.264
1639796400000,45710.5,46520.0,45690.0,46295.0,2361.669
1639800000000,46295.0,46480.0,46063.5,46391.0,1508.608
1639803600000,46391.0,46907.0,46143.5,46586.0,2180.987
1639807200000,46586.0,46752.0,46261.5,46310.5,1350.437
1639810800000,46310.5,46450.0,46310.5,46357.5,644.327
1639814400000,46357.5,46659.0,46193.0,46319.5,1343.876
1639818000000,46319.5,46875.5,46319.5,46825.0,1300.09
1639821600000,46825.0,47315.5,46715.0,47315.5,2370.947
1639825200000,47315.5,47321.5,46927.5,47050.0,1451.452
1639828800000,47050.0,47143.5,46860.0,47039.5,1062.265
1639832400000,47039.5,47071.0,46555.0,46628.0,1280.037
1639836000000,46628.0,47019.0,46606.5,46977.0,1252.951
1639839600000,46977.0,47202.5,46802.5,46854.5,1242.866
1639843200000,46854.5,46981.0,46751.0,46792.0,932.142
1639846800000,46792.0,46830.0,46616.0,46660.0,860.811
1639850400000,46660.0,46788.0,46647.5,46735.0,464.953
1639854000000,46735.0,46767.0,46340.0,46631.5,1325.874
1639857600000,46631.5,46885.0,46541.0,46865.0,524.758
1639861200000,46865.0,46972.0,46755.0,46940.0,552.092
1639864800000,46940.0,47098.5,46667.5,46767.0,894.638
1639868400000,46767.0,47035.0,46655.0,46836.0,852.428
1639872000000,46836.0,46892.0,46575.0,46670.5,898.047
1639875600000,46670.5,46797.5,46421.0,46572.0,854.657
1639879200000,46572.0,47149.0,46542.0,47123.5,1275.944
1639882800000,47123.5,47949.0,47122.5,47701.0,3609.383
1639886400000,47701.0,48136.5,47700.5,47880.0,1893.89
1639890000000,47880.0,47999.0,47550.0,47584.5,1532.369
1639893600000,47584.5,47646.0,47460.5,47480.5,767.113
1639897200000,47480.5,47743.5,47439.0,47528.0,1473.289
1639900800000,47528.0,47632.0,47399.5,47482.5,898.14
1639904400000,47482.5,47540.5,47040.0,47116.0,2139.844
1639908000000,47116.0,47240.0,46828.0,47143.5,2044.899
1639911600000,47143.5,47190.0,46972.0,47170.5,1056.532
1639915200000,47170.5,47273.5,46878.0,47260.5,1418.258
1639918800000,47260.5,47780.5,46910.0,47622.5,3177.225
1639922400000,47622.5,48390.0,46996.0,47384.0,6464.06
1639926000000,47384.0,47462.5,47083.5,47231.5,1083.014
1639929600000,47231.5,47466.0,47159.5,47190.0,989.17
1639933200000,47190.0,47238.5,47010.0,47156.0,886.309
1639936800000,47156.0,47243.5,46882.0,47120.0,1000.279
1639940400000,47120.0,47153.0,46425.5,46650.0,2123.049
1639944000000,46650.0,46875.0,46459.5,46779.5,963.591
1639947600000,46779.5,46884.0,46625.0,46729.5,500.819
1639951200000,46729.5,47650.0,46675.5,47308.0,1822.345
1639954800000,47308.0,47435.5,46623.0,46699.5,1753.242
1639958400000,46699.5,46870.0,46119.5,46851.5,2499.985
1639962000000,46851.5,47182.0,46506.0,46638.0,2423.509
1639965600000,46638.0,46815.5,46468.5,46734.5,874.568
1639969200000,46734.5,46834.0,46522.0,46692.0,818.367
1639972800000,46692.0,46997.0,46676.5,46961.0,947.053
1639976400000,46961.0,47046.0,46410.0,46457.0,1414.581
1639980000000,46457.0,46667.5,46277.0,46556.5,1737.427
1639983600000,46556.5,46556.5,46141.0,46440.0,1594.937
1639987200000,46440.0,46550.0,46155.5,46292.0,1145.274
1639990800000,46292.0,46312.0,45837.5,45863.0,2362.007
1639994400000,45863.0,46212.5,45733.5,45897.5,1494.021
1639998000000,45897.5,46176.0,45829.0,46100.5,1075.378
1640001600000,46100.5,46100.5,45603.0,45748.5,1998.501
1640005200000,45748.5,46020.0,45576.5,45720.5,1721.578
1640008800000,45720.5,46349.0,45479.5,46299.0,3805.065
1640012400000,46299.0,46299.0,45905.0,45950.0,2198.15
1640016000000,45950.0,46499.0,45877.5,46375.0,2154.529
1640019600000,46375.0,46470.5,46104.0,46106.0,1417.149
1640023200000,46106.0,46311.5,46050.0,46263.5,803.166
1640026800000,46263.5,46687.0,46255.0,46584.0,1244.679
1640030400000,46584.0,47300.0,46584.0,46983.5,2349.868
1640034000000,46983.5,47499.0,46960.0,46960.0,1961.291
1640037600000,46960.0,47084.5,46723.5,46743.0,1184.335
1640041200000,46743.0,47085.5,46743.0,46882.0,1006.747
1640044800000,46882.0,47045.5,46763.0,46785.0,1063.042
1640048400000,46785.0,46983.0,46658.5,46963.5,1411.353
1640052000000,46963.5,47048.0,46874.0,46942.0,905.647
1640055600000,46942.0,48106.0,46941.5,47939.5,4472.066
1640059200000,47939.5,48828.5,47939.5,48547.5,5102.097
1640062800000,48547.5,48744.0,48315.0,48615.0,2577.194
1640066400000,48615.0,48667.5,48350.0,48537.5,1133.052
1640070000000,48537.5,48650.0,48426.0,48561.5,1234.41
1640073600000,48561.5,49318.0,48519.0,48557.5,3699.989
1640077200000,48557.5,48664.0,48440.0,48579.5,1620.68
1640080800000,48579.5,48758.5,48564.5,48645.5,1035.053
1640084400000,48645.5,48880.0,48645.5,48851.5,1344.759
1640088000000,48851.5,49299.0,48648.0,48713.0,3909.747
1640091600000,48713.0,48944.0,48555.0,48895.5,2101.736
